,bigairspace,airspace,block,wkt,lowerlevel,upperlevel
2837,Airspace_LECPGOM_411,Airspace_LECPGXX_411,Airblock_LECPGXX_833LE,"POLYGON ((2.76083333333333 39.4419444444444, 2.76083333333333 39.5261111111111, 2.88055555555556 39.5261111111111, 2.88055555555556 39.4419444444444, 2.76083333333333 39.4419444444444))",5029.2,7467.6
2833,Airspace_LECPGIM_411,Airspace_LECPGXX_411,Airblock_LECPGXX_833LE,"POLYGON ((2.76083333333333 39.4419444444444, 2.76083333333333 39.5261111111111, 2.88055555555556 39.5261111111111, 2.88055555555556 39.4419444444444, 2.76083333333333 39.4419444444444))",5029.2,7467.6
2832,Airspace_LECPALL_411,Airspace_LECPGXX_411,Airblock_LECPGXX_833LE,"POLYGON ((2.76083333333333 39.4419444444444, 2.76083333333333 39.5261111111111, 2.88055555555556 39.5261111111111, 2.88055555555556 39.4419444444444, 2.76083333333333 39.4419444444444))",5029.2,7467.6
2831,Airspace_LECPCTA_411,Airspace_LECPGXX_411,Airblock_LECPGXX_833LE,"POLYGON ((2.76083333333333 39.4419444444444, 2.76083333333333 39.5261111111111, 2.88055555555556 39.5261111111111, 2.88055555555556 39.4419444444444, 2.76083333333333 39.4419444444444))",5029.2,7467.6
2858,Airspace_LETOT_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2857,Airspace_LECPRUT_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2856,Airspace_LECPPXX_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2855,Airspace_LECPPOX_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2853,Airspace_LECPPMO_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2852,Airspace_LECPGOX_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2854,Airspace_LECPPMX_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2850,Airspace_LECPGMX_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2849,Airspace_LECPGIX_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2848,Airspace_LECPGIO_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2847,Airspace_LECPGIM_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2846,Airspace_LECPALL_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2845,Airspace_LECPCTA_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2851,Airspace_LECPGOM_411,Airspace_LECPGXX_411,Airblock_LECPGXX_834LE,"POLYGON ((2.73166666666667 39.5022222222222, 2.73166666666667 39.5944444444444, 2.83138888888889 39.5944444444444, 2.83138888888889 39.5022222222222, 2.73166666666667 39.5022222222222))",5029.2,7467.6
2867,Airspace_LETOT_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2866,Airspace_LECPRUT_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2865,Airspace_LECPIXX_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2864,Airspace_LECPGIX_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2861,Airspace_LECPAPI_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2862,Airspace_LECPGIM_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2860,Airspace_LECPALL_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2859,Airspace_LECPCTA_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2863,Airspace_LECPGIO_411,Airspace_LECPIAX_411,Airblock_LECPIAX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",0.0,3505.2000000000003
2874,Airspace_LECPIXX_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2876,Airspace_LETOT_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2875,Airspace_LECPRUT_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2873,Airspace_LECPGIX_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2872,Airspace_LECPGIO_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2871,Airspace_LECPGIM_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2870,Airspace_LECPAPI_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2869,Airspace_LECPALL_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2868,Airspace_LECPCTA_411,Airspace_LECPIAX_411,Airblock_LECPIAX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",0.0,3505.2000000000003
2888,Airspace_LETOT_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2887,Airspace_LECPRUT_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2886,Airspace_LECPPXX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2885,Airspace_LECPPOX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2884,Airspace_LECPPMX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2883,Airspace_LECPPMO_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2881,Airspace_LECPGIX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2880,Airspace_LECPGIO_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2879,Airspace_LECPGIM_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2878,Airspace_LECPALL_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2877,Airspace_LECPCTA_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2882,Airspace_LECPIXX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_800LE,"POLYGON ((1.11805555555556 38.4333333333333, 1.11805555555556 39.3255555555556, 3.29805555555556 39.3255555555556, 3.29805555555556 38.4333333333333, 1.11805555555556 38.4333333333333))",3505.2000000000003,7467.6
2896,Airspace_LECPPMX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2900,Airspace_LETOT_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2899,Airspace_LECPRUT_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2898,Airspace_LECPPXX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2897,Airspace_LECPPOX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2895,Airspace_LECPPMO_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2889,Airspace_LECPCTA_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2893,Airspace_LECPGIX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2892,Airspace_LECPGIO_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2891,Airspace_LECPGIM_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2890,Airspace_LECPALL_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2894,Airspace_LECPIXX_411,Airspace_LECPIRX_411,Airblock_LECPIRX_801LE,"POLYGON ((0.426111111111111 38.41, 0.426111111111111 39.3238888888889, 2.28083333333333 39.3238888888889, 2.28083333333333 38.41, 0.426111111111111 38.41))",3505.2000000000003,7467.6
2909,Airspace_LECPF1O_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2913,Airspace_LETOT_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2912,Airspace_LECPL1W_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2911,Airspace_LECPL1E_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2910,Airspace_LECPF1X_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2908,Airspace_LECPF12_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2904,Airspace_LECPAPI_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2906,Airspace_LECPAPR_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2905,Airspace_LECPAPO_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2907,Airspace_LECPAPTA_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2903,Airspace_LECPALL_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2902,Airspace_LECP12O_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2901,Airspace_LECPCTA_411,Airspace_LECPLNX_411,Airblock_LECPLNX_802LE,"POLYGON ((2.86138888888889 39.6636111111111, 2.86138888888889 39.8955555555556, 3.25388888888889 39.8955555555556, 3.25388888888889 39.6636111111111, 2.86138888888889 39.6636111111111))",3810.0,6248.400000000001
2926,Airspace_LETOT_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2925,Airspace_LECPL1W_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2924,Airspace_LECPL1E_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2923,Airspace_LECPF1X_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2922,Airspace_LECPF1O_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2921,Airspace_LECPF12_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2920,Airspace_LECPAPTA_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2919,Airspace_LECPAPR_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2918,Airspace_LECPAPO_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2917,Airspace_LECPAPI_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2916,Airspace_LECPALL_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2915,Airspace_LECP12O_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2914,Airspace_LECPCTA_411,Airspace_LECPLNX_411,Airblock_LECPLNX_803LE,"POLYGON ((2.42944444444444 39.6833333333333, 2.42944444444444 39.8736111111111, 2.86138888888889 39.8736111111111, 2.86138888888889 39.6833333333333, 2.42944444444444 39.6833333333333))",2895.6000000000004,5029.2
2938,Airspace_LECPL1W_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
2937,Airspace_LECPL1E_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
2936,Airspace_LECPF1X_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
2935,Airspace_LECPF1O_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
2934,Airspace_LECPF12_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
2933,Airspace_LECPAPTA_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
2939,Airspace_LETOT_411,Airspace_LECPLNX_411,Airblock_LECPLNX_804LE,"POLYGON ((2.31888888888889 39.7469444444444, 2.31888888888889 40.0708333333333, 2.46361111111111 40.0708333333333, 2.46361111111111 39.7469444444444, 2.31888888888889 39.7469444444444))",4419.6,5029.2
